,content,supportUkraine
164,"Why is it okay for 🇺🇸to use WMD in foreign countries, killing 200,000+ ppl, displaced MILLIONS? They get no sanctions. Why does🇬🇧🇦🇺continue to support 🇺🇸blindly, arming &amp; financing terrorists groups in other countries like ISIS &amp; Azov? Why is 🇷🇺 the bad guy? #IStandWithRussia https://t.co/QztLr9rgYB",1
165,#ukraine #Bucha #NaziUkraine #WarCrimes by #AzovBattalion #andreibiletsky national nazi Nationalist armed forces funded by America @amnesty @UNHumanRights @NATO @BBCNews @FoxNews please tell the truth 🙏 https://t.co/duZWKLkBvg,1
166,"@czarelena @ZelenskyyUa @elonmusk I wish you and your family all the best from Spain.
🇪🇦🇺🇦
#StandWithUkraine 
#StopWar",0
167,"#GuerreenUkraine #UkraineRussiaWar #StopRussia #StandWithUkraine #StopRussianAggression #WARNING  Visa, Mastercard grant Zelensky's request, ban all operations in Rusia https://t.co/Ilc0L6iBtG",0
168,#Zelensky knows that the #AzovBattalion #NaziUkraine Nationalist armed forces funded by America are holding #Mariupol citizens to ransom https://t.co/deAqjulmCA,1
169,"My heart goes out to the people of Ukraine. Right now thousands are in need. Here's how all of us can help #StandWithUkraine
https://t.co/UOXoS1E8Nh",0
170,"@chineizan @olgatokariuk @IAPonomarenko @badiucao If you stand with Ukraine, why are hiding ur face? People from mainland China would NEVER call their country “ROC”. ROC is what the Taiwanese call Taiwan province. 😅😅你在装什么呢？",0
171,@trussliz @SimonClarkeMP @BWallaceMP “We stand with Ukraine against Russia's campaign of disinformation and agression. “ - bit ironic bearing in mind the Tory party and it’s MP’s are funded by various dodgy Russians 🤷‍♂️💰💩,0
172,"Marginals who declare such views and, in everyday life can express themselves, live probably in every country where there are people with different skin color!
#StandWithUkraine
#StopPutin #StopRussia #worldwithus #UkraineUnderAttask #Ukraine",0
173,Successful NYC #spokenword #poetry debut! Official invitation @RomaniaNY ♥️ A dream come true for this actor-turned-all the things. #LadyGodiva spoke her message &amp; signed books! Please check out my Linktree for info: all in honor of #Ukraine💙💛 #poetrycommunity #StandWithUkraine https://t.co/SYyE098nlX,0
174,@Zachedrynski @EspresoTV #StandWithUkraine #StopPutinNOW #NoFlyZoneOverUkraine @POTUS please #manup!!!,0
175,"Ttuth? That parallel msm tall story about 🇺🇦 being invaded by fascist Russians &amp; the poor Ukrainian soldiers killed? 
Or the real truth about #naziukraine w. its hordes of actual nazis who are paid &amp; armed by Nato/US to torture/kill Russian supporters &amp; pows since 2014.
Fascism. https://t.co/6SJMUyItSz",1
176,"#Russian military fires on Ukrainian protesters. #PutinsWar #StopPutinsWar #StopRussianAggression #StandWithUkraine #Ukraine #UkraineUnderAttaсk 
Crowd of Ukrainian protesters stands ground as gunfire starts https://t.co/b8rxzFoteZ",0
177,@JakubKarczynski @VeraVanHorne Unlike the #American propoganda films like this #Italian reporter who filmed #NaziUkraine #Azov demonstrating in an Italian liberation from #Nazi Germany https://t.co/FJihHRXbnv,1
178,playing CORN WAVE 'velvet' https://t.co/9A6tS3vchx #StandWithUkraine #Зупинитивійну #МирдляУкраїни 🇺🇦 https://t.co/SIyo6wsxkw,0
179,"@pepsi @pepsi PLEASE get out of Russia. If crappy Coke can do it, so can you. Pepsi is on our shopping list every week but my household will no longer buy Pepsi until you stop selling in Russia. This is the LOWEST possible bar. #standwithukraine",0
180,"In Kyiv, Secretary Blinken vowed to stand with Ukraine as Russia tensions continue https://t.co/VRnIABDDSx",0
181,"That's my guy, President Putin telling the world he doesn't bluff and has the hardware to prove it

#IStandWithPutin https://t.co/FXYARRuqyx",1
182,05/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Sumy #Mariupol #Irpin #UkraineRussianWar **Verified**.  That is #PayPal #VISA and #Mastercard blocking #Russia from their services today. This is going to hurt!,0
183,@Shell do not support genocide of the Ukrainian people! Stop the war ! #STANDWITHUKRAINE https://t.co/CquLr4xP6u,0
184,Xoxol #ukronazi #NaziUkraine https://t.co/kUFYIvO6UN,1
185,"What is this bullshit where the fuck fact check when you need them ? Putin has got cancel?
#putin #PutinWarCrimes #StopRussia #Russia #StopPutinNOW #StandWithUkraine https://t.co/LaTGmm4M0o",0
186,"Stand with UKRAINE🇺🇦
#UkraineWillResist https://t.co/QQVqJuVwYo",0
187,"If its a war he wants, then war it is then. #StandWithUkraine #StopPutinNOW",0
188,"@BorisJohnson @trussliz you just had to open your mouths again, to make you look big! Very Stupid #ConservativesOut #NaziUkraine https://t.co/Dw4CI2O46Y",1
189,“None of us was born for war. But we are all here to protect our freedom.” 🇺🇦 #StandWithUkraine https://t.co/cTusR0zvWQ,0
190,Very funny🤣🤣🤣🤣. US is not even strong to stand on there own.they rely on others🤣🤣🤣 #IStandWithPutin #istandwithrussia #STOPNATO https://t.co/gcwSfSrSQq,1
191,I commend them all. I stand for Ukraine and wish them the very best in their fight.  Show your support. Stand with Ukraine 🇺🇦🇺🇦🇺🇦🇺🇦 https://t.co/B8bVt6Xwq3,0
192,"🔴🇷🇺 Visa and Mastercard (which have just left operations in Russia) account for 74% of payment transactions in Russia - WSJ

#Ukraine #UkraineUnderFire #Ukraine #UkraineUnderAttack #StopPutinNOW #StopRussia #PutinWarCrimes #NATO #StandWithUkraine",0
193,#BuchaMassacre fake news #NaziUkraine #Azov https://t.co/iSuwPvn3Du,1
194,@Jacob_Rees_Mogg 🤣🤣🤣🤣 exactly. Londongrad. #ToryRussianAssets #RublePoodle #StandwithUkraine,0
195,"We invite all Canadians to join the #StandWithUkraine campaign and show your support for the Ukrainian peoples’ right to live free and in peace in their own land.  
On January 22, the Day of Unity of #Ukraine, join the #StandWithUkraine campaign:  https://t.co/uYDTD4Q8fF",0
196,@KarelU @GeorgeTakei Pathetic but I laughed out loud #StopPutinNOW #StandWithUkraine,0
197,AGREED! #RussiaInvadedUkraine #StandWithUkraine 🇺🇦 https://t.co/RJsz9u7B6R,0
198,"@JoyonCapeCod for Putin, Ukraine is just the beginning. Look out @EUCouncil, @Russia is coming for you! Stand with @ukraine!",0
199,"@DFan104 @Tom_Sawyer_23 @IanR_1970 @GaryLineker You'll Never Walk Alone was from a Rogers and Hammerstein musical called Carousel to comfort the family of a man who died. Forget it being a football anthem and listen to the words. If we stand with Ukraine, we're telling their people that they will never be alone.",0
200,"Unfortunately the ""celebrating their #culture"" part is just about right. 

#Ukraine #UkraineRussiaWar #Kiev #NaziUkraine #NATO #Hypocrisy 
#Ουκρανία https://t.co/MJsHHCCsT6",1
201,More sanctions ko Zimbabwe but ye I stand with Ukraine😂fuck my neighbor,0
202,Is that #KillingEve Jodie Comer sitting two away from Putin on tonight’s ⁦@itvnews⁩? #SaveUkraine #StandWithUkraine https://t.co/qcV87TzKrU,0
203,#StandWithUkraine  Praying that the Russian troops will turn back 🙏 https://t.co/7M2xlR5InB,0
204,"Western lies are unbelievable , the more West lies the more it will go against them all. #IStandWithRussia
#Russia https://t.co/Yvbudukhxh",1
205,The #Nazis @WhiteHouse  want India ro Join the Right side #History  .. may @PMOIndia  #RESIST... #LIBERTY #FREEDOM #JUSTICE .. DEATH TO THE EMPIRE...!! #IStandWithRussia  against western expansionism and european terrorism  #nomoreinjustice  #StopNATO,1
206,@tom_orsborn Yes! 206 to 210! ☔️,0
207,"Hundreds of civilians who survived were interview in Mariupol. Almost all claimed  Ukrainian militants deliberately killed civilians.

This interview of a Ukrainian lieutenant confirmed the testimonies of civilians evacuated from Mariupol #NaziUkraine 

https://t.co/zUPuXdoe0t",1
208,@LindseyGrahamSC @ZelenskyyUa Didn’t your best buddy get impeached extorting Pres Zelenskiy over weapons we had agreed to send him? And didn’t you vote to acquit him even though he was guilty as hell? You don’t #StandWithUkraine; you’re just a disgusting opportunist trying to be on the right side of history.,0
209,@ZelenskyyUa @elonmusk We stand with Ukraine.,0
210,"I’m joining millions condemning President Putin’s invasion of Ukraine. Across the globe, people stand with Ukrainians. We want peace, not war. Let’s keep speaking up for an immediate end to this conflict. #StandWithUkraine",0
211,🇺🇦💛💙stand with Ukraine💙💛🇺🇦,0
212,"If you find anyone still falling for Putin's lies.
Or think the war in Ukraine is just.
Please just ask them to watch this.
Please RT &amp; tag someone who needs to see it
#UkraineRussianWar #istandwithrussia 

https://t.co/AQ71eDmNjs",1
213,Just donated.  Thank you for guiding contributions to a worthy cause. #StandWithUkraine https://t.co/Dex5QSxjZm,0
214,"Thousands gather worldwide to protest Russia's invasion of Ukraine https://t.co/jv7rFuAK9p

#StandWithUkraine #DefeatPutin #Ukraine #Russia #Putin #WarCrimes #PutinsPuppets",0
215,"@LucasFoxNews Russias intentions are so obvious and apparent.  The world has left Ukraine to fend for itself against this overpowering superpower.  The only option is for change and stand with Ukraine and it’s desire for democracy 

https://t.co/CtJBbiHxZP",0
216,"@ZelenskyyUa @POTUS We stand with Ukraine, President Zelensky.",0
217,"In today’s art class, my son learned to paint a work of art by Maria Prymachenko (Primachenko), a famous Ukrainian artist. 

Sadly much or her artwork has already been destroyed by the war. 😞 #StandWithUkraine #Примаченко https://t.co/yCbn5vfXy8",0
218,Stand with Ukraine! https://t.co/EQUV4mHgUF,0
219,"This week in 🇮🇪 Govt, we continue

#StandWithUkraine 

💙🇮🇪 Doubled humanitarian aid €20m

💛🇪🇺 Peace Facility €500m

💙🇮🇪 Co-sponsored #UNGA resolution supported by 141 countries 

💛🇮🇪 supports EU candidacy of Ukraine 

💙 Historic rule change for 🇺🇦 people coming to EU💛",0
220,"How to get around the @BBC ban: 
Two new shortwave frequencies broadcasting World Service English news for 4 hours a day to #Ukraine and parts of #Russia: 
15735 kHz - 14:00GMT-16:00GMT
5875 kHz - 20:00GMT-22:00GMT
#UkraineRussianWar #UkraineRussia #StandWithUkraine #bbcnews",0
221,"Russian Aerospace Forces strategic nuclear-capable bombers launch Kh-101 cruise missiles at Ukrainian military targets in the Kremenchug region.

Incoming!

#naziukraine #DeadNazis #Russia https://t.co/H89PGoGnFr",1
222,Why has it taken NATO over a week to hand over 50 formers Soviet Mig Fighters to Ukraine. They are sitting in hangars doing nothing as the brave people of Ukraine die under bombs and rockets. Get this done @BorisJohnson @POTUS @BWallaceMP @UkraineNewsUK @Ukraine #StandWithUkraine https://t.co/UAYMf5zlvZ,0
223,just a reminder the war did not start last month and who the aggressors are.  their brutality in the joy of killing civilians.  feel for these children who #Ukraine #AZOVNAZI have forced to live in basements.  find your conscience #IStandWithPutin ❤️‍🔥🇷🇺 https://t.co/zSV6C4GbSW,1
224,We must create safe routes for Ukrainian refugees into the UK! - Sign The Petition and #StandWithUkraine @JennyKlochko https://t.co/65MEQEK8o3 @action_storm,0
225,"How do you say, ""Go pound sand"" in Russian? #Ukraine #UkraineRussianWar #StandWithUkraine 

https://t.co/I3rE6g7Pnl",0
226,Your voices matter. #StandWithUkraine #HelpUkraine #Ukraine https://t.co/pnk22lDA92,0
227,"@WSJ More support would be awesome for @ZelenskyyUa since the opposite end kept breaking promises and killing innocent people including children.

#StandWithUkraine",0
228,Hypocrites. They only see peace from thier side #IStandWithPutin #istandwithrussia https://t.co/7C3LvvGuMW,1
229,@juliereece1 @Disney @WaltDisneyWorld You might consider shutting down the COKE stations for a few days.  @UniversalORL #StandWithUkraine,0
230,"05/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Sumy #Mariupol #Irpin #UkraineRussianWar So #VISA and #Mastercard have announced they are removing their services from #Russia. Many sources reporting, waiting for official line",0
231,"🤝 #UkrainianWave #StandWithUkraine #SayYEStoUkraine
Credits: Andriy Yermolenko #Art
[1] https://t.co/2ZPUqjgjSS
[2,3] https://t.co/RqVKZuGDM8 https://t.co/NdWAg2Ay3w",0
232,#05/03/2022 #StandWithUkraine #Ukraine #Kharkiv #kyiv #Odesa #Volnovakha #Sumy #Mariupol #Irpin #UkraineRussianWar **Verified**. Fear mongering being done by Russia. Please be aware of fake tweets. Check your info before you tweet https://t.co/JpPpqyYr9a,0
233,"“There's no sign, no indication that the Russians are willing to deescalate” — @PentagonPresSec 

#RussianAggression 
#standwithUkraine",0
234,"@StefanishynaO @WOgaard Millions of lives are at stake, along with global stability. Therefore the free countries of the world must do everything in our power to help defend Ukraine from Putin's insane aggression. #standwithUkraine #UkraineWillResist #Ukraine 🇺🇦",0
235,Stand With #Ukraine https://t.co/DyvdCftxi5,0
236,VISA suspends transactions in Russia not support the war #Ukraine #StandWithUkraine,0
237,Kenilworth Window Wanderland starts this evening. Here is my contribution 🇺🇦🌻🧡 #windowwanderland #kenilworth #standwithukraine #art #windowart #artist https://t.co/EKlBdRuD4o,0
238,"I #StandWithUkraine 
Today Ukraine is a threat to none of its neighbours yet one is threatening to invade.  Ukraine is only guilty of attempting to break the chains of past empires and in search of its own path to freedom. All else is pure propaganda. https://t.co/S9bN3kAxuW",0
239,@ZelenskyyUa @naftalibennett I stand with Ukraine 🇺🇦 https://t.co/VEBcapTkVp,0
240,"Russia🕵🏼‍♂️ preparing #FalseFlag operation to justify invasion of Ukraine. 
#StandWithUkraine 
🇺🇦⚔️🛡️
https://t.co/U5Yy5Zyn2Y via @YouTube",0
241,"29 thousand Crimean ‘Youth Army’ recruits taught to hate Ukraine and be ready to die for Russia:
#Russia #Ukraine #fascism #Nazism #nazisti #NaziRussia #NaziUkraine #UkraineWar
https://t.co/khb9H3YvMR",1
242,"🇷🇺&gt;&gt;&gt; ..still, the @GOP Republicans' jam. #StandWithUkraine #Putin #GQP https://t.co/Rl3n2YODl0",0
243,@plaroch Putin is an idiot and needs to be gone. @Russia get on that. Stand with @ukraine! #StandWithUkraine,0
244,"🇺🇦
Ukraine 
#RussiaUkraineWar
#StopWarInUkraine
#Kyiv #StandWithUkraine
#Zelensky 
@ZelenskyyUaaa 
@ZelenskyyUa9 https://t.co/9QpS5lxnFy",0
245,@KyivIndependent That Soundz Like Somethin’ #NaziUkraine Would Do N0T #Russia https://t.co/7ejhWWmek5,1
246,We are strong here in #Ukraine and determined to protect our sovereignty at all costs. Please support our longing for independence 🇺🇦 #StandWithUkraine https://t.co/OJjgcmJoMF,0
247,"@engemoen2 You fat pig, do have any of your own thoughts ? Tick tock on that obese vaccinated Myocarditis heart.  Shouldn’t you add stand with Ukraine? I would love to “get it “from you.",0
248,"‼️ 🇺🇦 🇧🇬 NATO member Bulgaria refuses to supply Ukraine with weapons: the ruling coalition is under threat. 

#Russia #UkraineWar #naziukraine #Bulgaria",1
249,@MarkGerretsen Where's your 'Stand with Ukraine' photo ?,0
